Unnamed: 0,Tweet,Location,year,month,day,Sentiment
404, اعلان اتصالات بس اللي عاجبني مع فودافون,"Giza, Egypt",2022,4,3,negative
405,اعلان فودافون واتصالات حلوين اوي بجد,mansoura,2022,4,3,positive
406, وانا لغيت الخدمة بعد الاشتراك بااقل من ساعة لان طلع ان فودافون وسيط بس بيخصم الفلوس لكن   مش بتبعت رسالة باسوورد زي ماقالوا ليا فودافون فلغيتها في اقل من ساعة من اشتراكها وردوا ليا المبلغ واكدوا عليا باااصال الغاء الخدمة,"Cairo, Egypt",2022,4,3,negative
407,أنا عرفت ايه مشكلتي في إعلان فودافون  صوت عمرو دياب  الطلعة دي كانت عايزة شرنوبي,مصر,2022,4,3,negative
408,شاحنة من يومين ب علشان الباقة تتجدد لا الباقه اتجددت ولا لاقيه الرصيد شحنت من شوية ب  ومستعملتهمش لقيت الرصيد بقى  جنيه خير إيه السرقة العلنى دى بجدد يا فودافون  ,"Egypt , Cairo",2022,4,3,negative
409,اعلان عمرو دياب بتاع فودافون واخد قلبي والله ,Mansoura ,2022,4,3,positive
410,متعتك عندي بتحويل فودافون كاش سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,4,3,negative
411,اعلان فودافون محمد منير  شير في الخير  اعلان جميل برضه بس مش اوي ,"Alexandria, Egypt",2022,4,3,positive
412, اهلا احمد الواضح من الصورة ان في  رسائل من فودافون خاصين بالعروض الحالية المتاحة ليك والرسائل دي مش بتكون متكررة لو تحب نلغي رسائل العروض بشكل نهائي علي الرقم ممكن توضحلنا الرقم علي ال  وبيانات الخط لمساعدتك من خلالنا   ,"Cairo, Egypt",2022,4,3,neutral
413,اعلان فودافون ياخد  ونجمه,"Suez, Egypt",2022,4,3,positive
414,الناس اللى مش عاجبها إعلان فودافون بتاع عمرو دياب بيفكروني أوي ب الناس اللى بتطلع فجأة وتقولك مابنحبش الشتاء وعاوزين الصيف,Mansoura,2022,4,3,negative
415,اعلان فودافون ده يحسسك ان الدنيا وردي في الارتباط ,"Cairo, Egypt",2022,4,3,negative
416,عاوز اكمل الباقي من عمري زي الناس الي ف اعلان فودافون,"Cairo, Egypt",2022,4,3,positive
417,اعلان فودافون دا حلو اوي انا عايزه زيهم,"El Sharkia, Egypt",2022,4,3,positive
418,عمرودياب اعلان فودافون تحفه بجد,"Cairo, Egypt",2022,4,3,positive
419,  ياجمااعة انتم في حاجة غلط عندكم بدليل الاخطاء المتكررة ديه ومش كفاية ان الشبكة اصبحت  لا تعمل في البيت  لا كمان خدمة ملغية ويتم خصم قيمتها رغم الغائها من شهرين فعلا حرام انتم بضيعوا اسم فودافون,"Cairo, Egypt",2022,4,3,negative
420,اعلان فودافون ده هيخليني ابكى ف مره ,"Assiot, Egypt",2022,4,3,negative
421,اعلان عمرو دياب بتاع فودافون جميل اوي بجد ,Egypt,2022,4,3,positive
422,خليكم انتو ف اعلان فودافون وخلينى ان ف اغنيه مسلسل رانيا وسكينه ,"Qena, Egypt",2022,4,3,negative
423,إعلان فودافون يخليك عايز ت       على بكرة الصبح بالكتير,Egypt,2022,4,3,negative
424,اعلان عمرو دياب بتاع فودافون  احلى اعلان في رمضان خلاص ,Tanta,2022,4,3,positive
425, ملهوش علاقة ب اتصالات بس جامد واديلو  عشان عمرو دياب اخد ال  كلهم في فودافون,"Alexandria, Egypt",2022,4,3,neutral
426,اوكي اعلان فودافون احلي اعلان,"Cairo, Egypt",2022,4,3,positive
427,اعلان فودافون الصراحه احلى اعلان السنادي اللي بينا عمره ما يتقدراللي بينا حياة واكتر ,"Alexandria, Egypt",2022,4,3,positive
428,ال  اللي في اعلان فودافون لايقين على بعض قوي اتمنى يتصاحبوا في الحقيقة,"Alexandria , Egypt",2022,4,3,negative
429,كل ما اشوف اعلان فودافون احس اني عايزة اصاحب,Cai,2022,4,3,neutral
430,انا شايف ان إعلان فودافون اجمد اعلان لحد دلوقتي ,Assiut,2022,4,3,positive
431,حقيقى انا واقعه فى غرام اعلان فودافون بتاع عمرو دياب,Cairo,2022,4,3,negative
432,الإعلانين بتوع عمرو دياب لـ فودافون وللبريد المصري حلوين أوي,Egypt ,2022,4,3,positive
433,آخر حاجه الاعلان ده خلاني أدرك قد إيه حجم الايفون في الوجاهة الاجتماعية وهو أكثر حاجه عجبتني وخلتني أتمنى اشترية   عارف الكلام ده لو وصل أو في أمريكا زي ما الاعلان بيصور كان بقى له مردود من شركات بيهمها تسمع نبض الشارع إعلانفودافون,Egypt,2022,4,3,negative
434,اللي هي الناس اللي بتمثل جزء من الشركة بصراحة أنا لما تركت فودافون ورحت شركة ثانية كنت حاسس كعميل إني مش في دماغهم وإنهم مش مهتمين بي حتى لو كنت مش عميل مميز الإعلان ده ترك لي نفس الانطباع واستفزني جدا,Egypt,2022,4,3,neutral
435,إزاي شوفت إعلان فودافون كعميل سابق    الحقيقة إني شوفت الناس القائمين على الإعلان مدركين للمشكلة الحقيقة للشركة وإن الناس زعلانة من الشركة وخدماتها اللي هي التيمة اللي ظهرت من تعبير عن الغضب وطول المدة بيحاول يصالحها وبيفكرها بالذكريات الحلوة  إعلانفودافون,Egypt,2022,4,3,negative
436,إعلان فودافون حلو فعلا بطلوا تحنيك,Egypt,2022,4,3,positive
437,اعلان فودافون يخليك تبغي الارتباط و انت ما تبغاه والله,"El Sharkia, Egypt",2022,4,3,negative
438,اعلان فودافون جامد عمرو دياب  ايه الجمال ده القطه ,"Cairo, Egypt",2022,4,3,positive
439,انا اتفرجت على اعلان فودافون مليون مره و حاسس ان عايز اتفرج عليه تانى ,"Giza, Egypt",2022,4,3,positive
440,منه لله فودافون اللي مفهمه الناس ان دنيا سهله, ,2022,4,3,positive
441,صوتى هيروح للفنان عمرو دياب و إعلان فودافون كأحسن إعلان فى رمضان,Tanta,2022,4,3,positive
442,والله اغاني عمرو دياب كلها مش اعلان فودافون بس ,New damietta,2022,4,3,positive
443,سوري لاعلان فودافون و للكلبوبات الي رجعو يكلموا الاكس بسببه بس انا كلبوبة بكلم الاكس بسبب و من غير سبب,"Alexandria, Egypt",2022,4,3,negative
444,اعلان فودافون حلو اوى,Egypt,2022,4,3,positive
445, اعلان فودافون تقريبا الوحيد اللي بيتكلم عن منتج بشكل صريح وحلو واعلان البريد حلو كفكرة لكن موصليش اي حاجة عن خدمات البريد,"Cairo, Egypt",2022,4,3,positive
446,اعلان فودافون ,"Beni Suef, Egypt",2022,4,3,neutral
447, فودافون بعتالي بتقولي انت بقالك  سنه معانا كنت هفطر عليهم والله ,"Alexandria, Egypt",2022,4,3,positive
448,غير بتاع فودافون,"giza, Egypt",2022,4,3,negative
449,إعلان فودافون ده بيحسسني قد اي احنا فايتنا كتير ,Tanta,2022,4,3,negative
450,  فودافون ونكلمك يابله ,"Sohag, Egypt",2022,4,3,negative
451,إعلان فودافون بيحزن الواحد والله وبيقلب عليه المواجع أوي فوق كده كمان بقا عمرو دياب اللي بيغنيه ف كفاية تعب وجلد ف الواحد,"Suez, Egypt",2022,4,3,negative
452,تصدقوا اعلان فودافون ده يضايق فعلا,"Cairo, Egypt",2022,4,3,negative
453,معنديش حد بيفكرني بالذكري الثانويه الل بينا غير شركه فودافون ياجماعه  ,Egypt,2022,4,3,negative
454,اعلان فودافون ,Benha,2022,4,3,neutral
455, لأ فودافون ,"Cairo, Egypt",2022,4,3,negative
456, يبقى مش فودافون,"Cairo, Egypt",2022,4,3,negative
457,اعلان فودافون عمرو دياب بيخلينى عايزه اعيط,Mansoura,2022,4,3,negative
458, ما انا فودافون وفي عيب برضه ,"Cairo, Egypt",2022,4,3,negative
459,غالبا كدا العيب ان خطي اتصالات مش فودافون,"Cairo, Egypt",2022,4,3,negative
460,الاعلانات كلها زي الهباب  ماعدا اعلان فودافون  ده يعتبر احلاهم والباقي كله سكة سكة سكة,Mansoura,2022,4,3,negative
461, مش واضح أى مشكله فى رقمك على السيستم  ممكن تجربة خطوات تنشيط الشبكة من خلال ضبط الشبكة بشكل يدوى  اختيار أي شبكة غير فودافون و اختيار فودافون و بعدين قفل التليفون و فتحه تاني وتجربة الخدمة وابلاغنا بالنتيجة   ,"Cairo, Egypt",2022,4,3,neutral
462,والله ابغي اسمع اعلان فودافون بس ما علينا بعد الفطار ,"Cairo, Egypt",2022,4,3,negative
463, غريبه ان فودافون معملتش اعلان لصلاح في رمضان,Egypt,2022,4,3,negative
464, اهلا و سهلا بحضرتك  ممكن توضيح اكتر مشكلة الشبكة بتواجهك في كل الأماكن و لا مكان محدد  و من امتى  والمشكلة في رقمك فقط ولا ارقام فودافون في نفس المكان ,"Cairo, Egypt",2022,4,3,neutral
465,مش عارفة أبطل اسمع إعلان فودافون,"Alexandria, Egypt",2022,4,3,negative
466,نحط التويتة دي جنب اعلان فودافون  ,"Cairo, Egypt",2022,4,3,negative
467,اعلان فودافون دا يخليك عايز ترتبط وتعيش قصه حب حالا بالا,"أسوان, مصر",2022,4,3,negative
468,اعلان فودافون يخلينا نبغي الارتباط واحنا مانبغاه,"قنا, مصر",2022,4,3,negative
469, بنعتذرلك جدا طبعا  راجعت الخصم من  او انا فودافون   ,"Cairo, Egypt",2022,4,3,negative
470,نقدر نقول ان اعلان فودافون السنه دي اجمد اعلان ,"Cairo, Egypt",2022,4,3,negative
471,سرقة الانترنت بقت حاجة مقرفة في مصر ومافيش حد يحاسبهم ولا يراقب عليهم حتى بالذات النصابين بتوع فودافون,Egypt,2022,4,3,negative
472,الشباب اللي بتشتغل في فروع فودافون بيتكلموا بطريقة زي الزفت ومش بيساعدك اصلا ولا انصح اي حد بالتعامل معاهم  هو انتو بتعلموا الناس دي ايه بالظبط ,"Cairo, Egypt",2022,4,3,negative
473,منك لله ي اورنج عمرك م فرحتيني كل م الاقي عروض تطلع تبع فودافون , Assiut,2022,4,3,positive
474,الواحد الحمد لله لسه متابعتش حاجه ولا لسه شوفت إعلان فودافون,Mansoura😉,2022,4,3,positive
475,ان شركة فودافون من اعظم الشركات في التاريخ,Middle East,2022,4,3,positive
476,علي فكرة بقي اعلان عمرو دياب   البريد المصري  احلي من   فودافون  والي عايز يعارضني يعاركني ,"Alexandria, Egypt",2022,4,3,positive
477,ربنا يخليلنا شركه فودافون وكروت القوه في رمضان ,"El Sharkia, Egypt",2022,4,3,negative
478,اتفرجت علي اعلان فودافون ونفسي اتفتحت وعايز ارتبط واحب واتحب  واحد صحبي  ,Cairo,2022,4,3,positive
479,هل في اجمل من اعلان فودافون  الاجابة لا ,"Beni Suef, Egypt",2022,4,3,neutral
480,أنا فودافون برضو مش شغال معايا الكلام ده ليه ,"Cairo, Egypt",2022,4,3,negative
481,فودافون هتفطرني عليها ف نهار رمضان,Egypt,2022,4,3,positive
482, وحدة فودافون   ,"Suez, Egypt",2022,4,3,neutral
483,اعلان فودافون بجد خطير و مبهج و لما بيجي قدامي بفرح كدة اوتوماتيك بجد,"Cairo, Egypt",2022,4,3,positive
484,نداء واستغاثة  على رقمهم لرؤية كل شئ على الطبيعة وليطمئن قلب من يساعدهم وفي قلبه رحمه وخوف من الله على رقم  ولمن يريد المساعدة على فودافون كاش على رقم  وجزاكم الله خيرا وجعله في ميزان حسناتكم  برجاء المشاركة بهذا البوست ولكم الأجر والثواب من عند الله  ,العريش,2022,4,3,neutral
485,انا مسامحة  علي إعلان فودافون ده خالص بقي ,"Cairo, Egypt",2022,4,3,negative
486,عمرو دياب فودافون  عمرو دياب البريد المصرى,"Alexandria, Egypt",2022,4,3,neutral
487,عمرو دياب مع فودافون دينا الشربيني و منى ذكي مع اورانج ياسمين عبدالعزيز و كريم عبدالعزيز مع  احمد عز مع اتصالات محمود العسيلي سدد القرض اللي واخده من بنك مصر,"القاهرة, مصر",2022,4,3,neutral
488,عمرو دياب مع فودافون دينا الشربيني و منى ذكي مع اورانج ياسمين عبدالعزيز و كريم عبدالعزيز مع  احمد عز مع اتصالات محمود العسيلي سدد القرض اللي واخده من بنك مصر,Damietta city,2022,4,3,neutral
489,  وحده فودافون ,"Cairo, Egypt",2022,4,3,negative
490,بصراحه اعلان فودافون جامد,"Luxor, Egypt",2022,4,3,positive
491,  حضرتك كل الخدمات دي و اكتر بكتير في كل ال بتاعت البنوك و فودافون كاش و سهل,Cairo - egypt,2022,4,3,neutral
492, يشرفنا انضمامك لينا  ممكن التحويل مجانا بنفس الرقم من خلال زياره اقرب فرع فودافون  ويجب مرور  شهور على تشغيل الخط فى الشركة الاخرى وبيتم استلام شريحة جديدة من ڤودافون وبيتم التحويل خلال يوم عمل كامل   ,"Cairo, Egypt",2022,4,3,neutral
493,لحد دلوقتي مشوفتش احلي من إعلان فودافون ,El Mansoura,2022,4,3,positive
494,الولد والبنت اللي عاملين اعلان فودافون ازاي حلوين كدا وازاي الاعلام لطيف كدا ,Tanta.  ,2022,4,3,positive
495,بصراحه كدا انا عجابني اعلان فودافون ووي واونج,Damietta city,2022,4,3,negative
496,طب اجيب حط فودافون يمكن حياتي تتعدل ولا ايه مش فاهمة طيب ,"Alexandria, Egypt",2022,4,3,negative
497,محتويات شنط رمضان خلال تجهيزها و توزيعها على المحتاجين في الشهر الكريم  ساهم و شارك معانا في توفير شنط اكتر لناس كتير لسة محتاجة  للتبرع والاستفسار تواصل معنا عن طريق رسائل الصفحة أو شرفنا بالإتصال على الرقم التالي  أو من خلال فودافون كاش  عالخيرإتجمعنا ,"Cairo,Egypt",2022,4,3,positive
498,إعلان عمرو دياب بتاع فودافون يكسب لحد دلوقتي,"القاهرة, مصر",2022,4,3,positive
499,اعلان فودافون    مروان محسن و احمد حجازي و النني و احمد الشناوي و عمر جابر مع كابتن الخطيب  ايام ما كانوا في المنتخب الأوليمبي   ,"Alexandria, Egypt",2022,4,3,neutral
500,اعلان  فودافون مش مراعي السناجل خالص ,"القاهرة, مصر",2022,4,3,negative
501,اعلان فودافون رمضان   درة و سامي العدل   ,"Alexandria, Egypt",2022,4,3,neutral
502,و تم تفعيل طلب جديد و مدة الطلب  ايام عمل من جهة جوميا و من  ايام عمل لجهة محفظة فودافون بقيمة  جنية و مبلغ بقيمة  جنية كان كاش باك لا يمكن استرداده علي المحفظة و بيكون متاح في حسابك في جوميا باي  لو عندك اي استفسار تاني هنكون في خدمتك ,"Cairo, Egypt",2022,4,3,neutral
503,اعلان فودافون  سامي العدل و سمير غانم و مظهر ابو النجا الله يرحمهم  رمضان    ,"Alexandria, Egypt",2022,4,3,negative
504,كان نفسي ابعتلك اغنية عمرو بتاعت فودافون و اقولك بتفكرني بيكي بس للحظة و انا ببعتهااكتشفت الدنيا بينا بتبوظ و انها مينفعش تتبعتلك,Cairo egypt,2022,4,3,negative
505,كلمات اغنية اللي بينا حياة  عمرو دياب اعلان فودافون  التكية  ,eg,2022,4,3,neutral
506,اغنية عمرو دياب في اعلان فودافون ,"Cairo, Egypt",2022,4,3,neutral
507,اعلان فودافون بتاع عمرو دياب مليان ذكريات كتير بتخلي الواحد قلبه يتعصر من كتر الحزن,"El minya, Egypt ",2022,4,3,negative
508,أنا خايف أوي أتكلم عن إعلان فودافون عمرو دياب عشان المخرجة موجودة هنا وممكن تضربني بصراحة ,"Alexandria, Egypt",2022,4,3,negative
509, ممكن التحويل دلوقتى و الاستمتاع بالخدمات من خلال انا فودافون        او من الكود    ,"Cairo, Egypt",2022,4,3,neutral
510,فودافون ربنا كرمهم وادوني  ميجا هدية بمناسبة اني بقالي  سنة معاهم  المهم قبلها بمفيش نص ساعة سرعة النت كانت سلحفاة أول ما فعلت الهدية السرعة بقت رهواااان مع العلم إني قاعد في نفس المكان ونفس جودة الشبكة صباح النصب ,"Suez,Egypt",2022,4,3,positive
511, كنت على نظام كريديت  ورحت الفرع عشان احول لنظام الكارت العادى ووصلتنى رساله انى اتحولت وشحنت ب  ج عشان احول نظام فليكس  لا لقيت الرصيد والخط من امبارح مش مظبوط حتى الابلكيشن انا فودافون مش راضى يشتغل على الخط وفيه لخبطه فى الخط من امبارح ومحدش عارف يفدنى,"El Sharkia, Egypt",2022,4,3,neutral
512,انا نفسي اعيش الحياه الي في اعلان فودافون,Egypt,2022,4,3,positive
513,بصراحة اعلان فودافون السنة هادي من أجمد الإعلانات  اعلان ذكي غير مبالغ فيه الشخصيات الموجودة غير مبالغ فيه وروحها حلوة التصوير والإخراج جميل والرسالة الإعلانية سهلة وسلسة براڤوفودافون ,فلسطين,2022,4,3,positive
514,  يا شركه فودافون احكموا انتو بنفسكم ,"القاهرة, مصر",2022,4,3,negative
515,  انا بتهم فودافون بخداعي واخد  وحده وعلي أساسها استخدمت النت بأقصى طاقة وفي حاجات تافهه وبعدين لقيت الباقه الاساسيه اتخصم منها  جيجا يعني انتوا عاملين كمين عشان تضيعوا لي الباقه وفي الاخر بيقولي احنا عوضناك ومفيش اي حاجه جت,"القاهرة, مصر",2022,4,3,negative
516, اشتركت فى باقه فودافون مخصوص علشانه وطلع عره فعلا,"Cairo, Egypt",2022,4,3,negative
517,اعلان فودافون جميل أوي لدرجة انه مخليني عايزة ارتبط حالا بالا,"Cairo, Egypt",2022,4,3,negative
518,ايه ده يا فودافون ,Egypt,2022,4,3,negative
519,كروت مهنجة       وحده فودافون    كارت  وحدة    كروت مهنجة  وحده                                         لينك جروب الفيس    كارتكللحظة  رمضانكريم,"القاهرة, مصر",2022,4,3,negative
520,اعلان فودافون جااامد,assuit,2022,4,3,neutral
521,عايزه اعيش حياه زى اللى فى اعلان فودافون دى ,"Alexandria, Egypt",2022,4,3,positive
522,لا اعلان فودافون طلع حلو ,"Alexandria , Egypt",2022,4,3,positive
523,دى المره المليون اكتشف سرقات فودافون على الخطوط بتاعتى و يا ريت الشبكه قويه الا الاتصال زى الزفت و كل مكالمه يتقطع مرتين و النت بيحمل التويته ف ربع ساعه  هما فى  العالميه عندهم علم بالتدهور فى   ده و الا هما مشيوا خلاص و سابوهالكم,Egypt,2022,4,3,negative
524, لاقيت اعلان فودافون والشباب استخدمت ما تيجي نسيب كل ده ونمشي بدل اغنية عمرو ,"Cairo, Egypt",2022,4,3,negative
525,وحدات فودافون والي معاه يبعت  ,Bani suwayf,2022,4,3,negative
526,جماعة زي ماحنا مش عشان إعلان فودافون هنحن ونكلم اكساتنا,"Giza, Egypt",2022,4,3,negative
527,فودافون دي شركه محترمه ف رمضان والله,Banha ,2022,4,3,positive
528,اعلان فودافون هيجيبلي انهيار,"Cairo, Egypt ",2022,4,3,negative
529,أجمل مافي اعلان فودافون ان عمرو دياب بيغني بس مش بطل الحكاية المتصابي  ولايق على الاتنين الحلوين اللي في الاعلان  غني بس ياعمرو,"Giza, Egypt",2022,4,3,positive
530,يعني مش ندى الشيخ اللي عامله إعلان فودافون ,"Giza, Egypt",2022,4,3,negative
531,المشكله مش ف أن اعلان فودافون بيجي كل سنه يفكرني اني سنجل بائسه لا ده كمان بيحسسني اني اوريدي ميسد اوقات من حياتي كان ممكن تتعاش احسن من كده الانسان زيرو ميموريز ف مثل هذه الأشياء,"Suez, Egypt",2022,4,3,negative
532,إعلان فودافون جميل جدا والهدف منه أجمل لكن في مرمانا,"Giza, Egypt",2022,4,3,positive
533,  شكرا فودافون  ,"القاهرة, مصر",2022,4,3,positive
534,إعلان عمرو دياب بتاع فودافون يكسب لحد دلوقتي,"القاهرة, مصر",2022,4,3,positive
535,اعلان فودافون مصمم يحزن الواحد على حاله,"Cairo, Egypt",2022,4,3,negative
536,انا مضحكتش ليه ع اعلان فودافون و اتبسطت زي باقى الناس,"Cairo,Egypt",2022,4,3,negative
537,هو انا الوحيدة اللي اخدت إعلان فودافون ع انه لعيلتي ولا ايه,"Suez, Egypt",2022,4,3,negative
538,اعلان فودافون جميل اوي ,"Cairo, Egypt",2022,4,3,neutral
539,اعلان فودافون السنادي ليه معني حلو اوي ومش حد هيقدر يفهمه بجد عظمه ,"Cairo, Egypt",2022,4,3,negative
540, اعلان فودافون جامد,"Giza, Egypt",2022,4,3,negative
541,فودافون هتخلي كل واحد ناوي يسيب صاحبته او واحده ناويه تسيب صاحبها يفكرو الف مره قبل ما ياخد الخطوه ديه  الاعلان جامد بصراحه,"Cairo, Egypt",2022,4,3,negative
542,اعلان فودافون بيحصرك ع نفسك , mansoura,2022,4,3,negative
543,اعلان فودافون خلاني احس قد ايه انا حياتي  ووحيدة,"Cairo, Egypt",2022,4,3,negative
544, بتاع فودافون بيعيطني,"Mansora, Egypt",2022,4,3,negative
545,اعلان فودافون قيوط,"Giza, Egypt",2022,4,3,neutral
546,اعلان فودافون مصمم يدي قلوبنا بالجزمة,Tanta,2022,4,3,positive
547,اعلان فودافون بيعيطني لي معرفش,"Mansora, Egypt",2022,4,3,negative
548,انا عايزة من اللي ف اعلان فودافون دا,"Alexandria, Egypt",2022,4,3,neutral
549, صاحبتي مانا فودافون بقالي أكتر من  سنة بجد,Alexandria -Egypt,2022,4,3,positive
550,براحه عليناا يا فودافون الاغنيه مليانه مشاعر احنا مش قدها ,"London, England",2022,4,3,positive
551,  انتم السبب اني  سنه ومش مجوز لو شبكتي فودافون را من ثالث ساخن ومشطب ,Libya,2022,4,3,negative
552,فودافون كل سنه تعمل اعلان تخليك تبغي الارتباط وانت ما تبغاه ي اخي , ,2022,4,3,negative
553,انا عاوز زي الواد بتاع فودافون يارب تطلع ,Luxor,2022,4,3,negative
554,عرفتوا قيمة إعلان فودافون السنة اللي فاتت  ,15 May city ,2022,4,3,negative
555,ليه بيعملو اعلان  ل فودافون ," Aswan, Egypt",2022,4,3,negative
556,مع إحترامي لكل الإعلانات بس مفيش حاجة خدت قلبي غير إعلان فودافون و أطياب المرشود  بتاع السنة ال فاتت و السنة دي ,"Menofia, Egypt",2022,4,3,positive
557,إعلان فودافون حسسني ان حياتي ملهاش لازمة,"El-Minya, Egypt",2022,4,3,negative
558,اعلان فودافون ده جاب نفسيتي الارض,"mansoura,egypt",2022,4,3,negative
559,وتظن انك نسيت ثم يهزمك اعلان فودافون ,zagazig,2022,4,3,negative
560,اعلان عمرو دياب بتاع فودافون لطيف بشكل,"Sohag, Egypt",2022,4,3,positive
561,يخرب بيت فودافون اللي بدعتلنا إعلانات الممثلين دي, ,2022,4,3,negative
562,انا كل ماشوف حد اساله شوفت اعلان فودافون  وكل مايجي الاعلان قدامي بشوفه تاني,sohag ,2022,4,3,neutral
563,نفسي خدمات فودافون تاخد شوية بس من حلاوة إعلاناتهم,"cairo , egypt",2022,4,3,negative
564,فودافون كل سنه يعملوا اعلان يخليك تبغي الارتباط و انت ما تبغاه يا اخي  ,"Mansoura, Egypt",2022,4,3,negative
565,هو اعلان فودافون بيبيعلنا ايه عشان مش عارف,"Alexandria, Egypt",2022,4,3,negative
566,اعلان فودافون مكنش وقتههه خالص والله,"El Sharkia, Egypt",2022,4,3,negative
567,إعلان عمرو دياب بتاع فودافون يكسب لحد دلوقتي,Mansoura,2022,4,3,positive
568, الاول عمرو دياب للبريد المصري طبعا والمركز التاني برضه عمرو دياب فودافون ,Egypt,2022,4,3,positive
569,ياريت احب حد واعيش معاه قصه زي اعلان فودافون كدا,"Domiat, Egypt",2022,4,3,positive
570, ما هما لو بطلوا يضيعوا فلوسهم ع النجوم في الإعلانات ويحسنوا الشبكة اللي بقت زي الزفت فودافونمصر ,Egypt,2022,4,3,negative
571,كل ما اشوف اعلان فودافون بحس اني عايز اخش اعترفلها بحبي حالا بالا فالا ,"القاهرة, مصر",2022,4,3,positive
572,اعلان فودافون ده يضايق علي قد مايفرح,"Alexandria, Egypt",2022,4,3,negative
573,ماعارفه شنو الدخلني بس انا عايزه اجيب فودافون لي ماعارفه ,المدينة المنورة,2022,4,3,negative
574,اعلان رمضان لشركه فودافون فوق الخيال  ,cairo Egypt,2022,4,3,negative
575, الحاجات دي وهم يا جدعان فودافون بتضحك علينا وبتعوض اللي خسرتو,منصوره,2022,4,3,negative
576,شلة الصحاب اللي ف اعلان فودافون واخدين قلبي و هجلد ذاتي اهووو عشان معنديش  قمر كده,"Alexandria, Egypt",2022,4,3,negative
577,هو ف اعلان فودافون هو مسجل اسمها   وهي كاتبة اسمه  وقلب ابيض  وانا ممكن اتجنن لو انا حطيتلك قلب وانت مسجل اسمي واسم عيلتي دا يبقى نهارك اسود بجد,"Alexandria, Egypt",2022,4,3,negative
578,سمير غانم اعلان فودافون شكرا رمضان   ,"Alexandria, Egypt",2022,4,3,positive
579,اعلان فودافون رمضان   بداية افيه كان تريند وقتها  هز السلعوة  ,"Alexandria, Egypt",2022,4,3,negative
580,فيديو كل ما اشوفه بضحك من قلبي عليه  اعلان فودافون ف حته تانيه ,"Alexandria, Egypt",2022,4,3,positive
581,إعلان فودافون مش عاوزه يعدي قدامي تاني الصراحة  أنا كل ماشوفه بتضايق مع كامل حبي وإحترامي للهضبة والله بس معلش المرة دي,هنا القاهرة,2022,4,3,negative
582,كنت اسد يالا ف ايه قبل مااشوف اعلان فودافون  بقيت ميدو انا عايز ارتبط,"القاهرة, مصر",2022,4,3,negative
583,عشان كده يا فودافون احنا نبمسح كل الصور و الشات و الذكريات باستيكه  تدرون ليش لان خلقنا ضاق لسه هنفضل عايشين علي اللي فات موف اون بسرعه لايف اذ تو شورت,"Alexandria, Egypt",2022,4,3,negative
584,إعلان عمرو دياب بتاع فودافون يكسب لحد دلوقتي,Mansoura ,2022,4,3,positive
585,اعلان فودافون عادي خالص ومش مبهر ولا حاجه,"Beni Suef, Egypt",2022,4,3,positive
586,إعلان فودافون هيخليك تقلب ف شات مينفعش تقلب فيه أجمد اجمد,"aswan, Egypt",2022,4,3,negative
587,أول ضحايا اعلان فودافون ,Benghazi_Libya,2022,4,3,negative
588, هو عموما اي شركة موجودة هتكون احسن من وناوي اقدم علي خط فودافون لان انا جايب اخري من حوارات شركة  بس انا مقلق هي كمان تعمل حوارات لان عارف حظي,Benha,2022,4,3,negative
589,اعلان فودافون بتاع عمرودياب ملهوش حل جميل اوووي و كنت اتمني يكون اطول من كدا ,مصر,2022,4,3,negative
590,فودافون عظمه  ,"القاهرة, مصر",2022,4,3,positive
591,طيب يا فودافون شكرا ,"Alexandria, Egypt",2022,4,3,positive
592,اعلان فودافون ياخى يخلونك تبغى الارتباط وانت ما تبغى,10th of Ramadan city,2022,4,3,negative
593,من ساعة م سمعت اعلان فودافون ونا بحاول اوصلو مش عارفه ,"القاهرة, مصر",2022,4,3,negative
594,اعلان فودافون السنه ال فاتت كان احلي بكتيييير,hurghada,2022,4,3,negative
595, وانا اللي كنت فاكر ان فودافون كويسة,Benha,2022,4,3,positive
596, فودافون ,"Alexandria, Egypt",2022,4,3,neutral
597, فودافون ,دمياط ,2022,4,3,neutral
598,كل شويا اجيب اعلان فودافون بتاع عموره واسمعو لايه غصب,"Alexandria, Egypt",2022,4,3,negative
599,هي شركه فودافون مالها مش شايف عرض اشحن الكارت انت وعيلتك مره هي الدنيا جت عليهم زينا  ,Ismailia Egypt,2022,4,3,negative
600,اعلان فودافون بيخليني يالهوي خالص,"Alexandria, Egypt",2022,4,3,negative
601,كل سنه فودافون تعمل اعلان رومانسي ويفضلو يجلدو ف ذاتنا واحنا سناجل بائسين,mansoura,2022,4,3,negative
602, عملت  ثانيه اعلان فودافون بكام مليون  السنه دي كم دقيقه بالدوحه بكم مليون   بلامسلسلات بلافوازير شغل عال,"القاهرة, مصر",2022,4,3,negative
603,اعلان فودافون تقليب مواجع ووجع قلب والله ,Egypt,2022,4,3,negative
604,الواحد بعد ما شاف اعلان فودافون عايز يتجوز دلوقتي  ,El Minia Egypt,2022,4,3,negative
605,كانوا يعملوا اعلان فودافون احمر في احمر بجد ,"Alexandria, Egypt",2022,4,3,negative
606,اعلان فودافون ده برعاية كسم الحب باين,Egypt,2022,4,3,negative
607,إعلان فودافون ده مؤلم على واحد لسة مفركش أول امبارح بجد,"cairo,egypt",2022,4,3,negative
